cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
29,1.076565903395306,1.0606759750721548,1.0763225221496397,1.0679107481874226,1.086747817457194,1.0773811978520782,1.0698229512229671,1.0890149345955458,1.0819626009394216,1.073523496887523,1.0847015998922402,1.0829493780982118,1.078449972558744,1.0793368913773311,1.0912850570762076,1.0827616825801345,1.081178427857165,1.0833049020216685,1.085804210987437,1.0834336953590353,1.0978256000374529,1.0812647553069217,1.0962921399169756,1.080598471327881,1.074941012838396,1.0816992094205498,1.0785039605998499,1.0764125472661799,1.086237221977535,1.08758610563796,1.0832870978005171,1.0842049681188073,1.0713281762293363,1.0878755514568046,1.0878327055429429,1.0832872177002633,1.0807350707409755,1.082025659025048,1.0977901404721204,1.0878955246239979,1.069488488217536,1.0736004014474136,1.0757399225387547,1.0728026956369183,1.0821999567981344,1.0826357823942039,1.0754104179031336,1.0664479553479305,1.0463777146200555,1.0546812133244645,1.0887433774113897,1.0815481601534447,1.0850702872096123,1.0774524299580222,1.0726632487767631,1.0718548533949643,1.0822747735281402,1.071271615331014,1.0771908389316482,1.0782272434284017,1.079026646162785,1.0726942106952024,1.079642438677717,1.0799664925880754,1.0847617961209277,1.0748408215708838,1.074091196513431,1.0854761582444903,1.0805320999747938,1.0752194240983142,1.086098502829172,1.0665726578475474,1.0825556255008288,1.0751554113897783,1.0835229492690501,1.0800740037617924,1.076508732835261,1.0752185663714329,1.079212159451876,1.0501752225783139,1.0747747084344197,1.0726161051612004,1.0701846443629501,1.071186688969633,1.0648480184156401,1.070571358898212,1.0769068733455445,1.0695300267195584,1.0775194526714869,1.0711926792073665,1.064262530049439,1.0675556164202522,1.069776302293062,1.0737145258820822,1.0686218801306981,1.0680217947320125,1.0655474763797201,1.0588799213004751,1.0505141288302982,1.065165862056876,1.0754758875683579,1.0641722685384445,1.0488326485820985,1.0709774633422642,1.0722529700194114,1.0714783338072777,1.062759455561265,1.0640464561504404,1.0653000692564802,1.0602658007976025,1.06539654493674,1.063772314542752,1.0547070508301877,1.069922652300363,1.0731967591996239,1.0737813351151573,1.0717862098217332,1.075149897703091,1.053907554066352,1.058064510547809,1.070455620466082,1.0684763067666778,1.0733108570870389
30,1.076584652624522,1.0607047683752295,1.0763553897720797,1.0679438056265864,1.0867691678668767,1.0774096728681126,1.0698011467563218,1.0890112918011317,1.081943886713487,1.0734278141662337,1.0846614345393253,1.0829435768893767,1.0785003611586583,1.0793724250901,1.0913142167032823,1.0827706214355155,1.0811736302070836,1.083292746608881,1.0858071094437642,1.083399106714365,1.0977556870826024,1.0812615591277133,1.0962813626767078,1.0806051403891554,1.0749439586343423,1.081692021461048,1.0784979690111784,1.076416494392969,1.0862510074180993,1.0875930163264016,1.0833141745293007,1.0842157150409204,1.0713065813166331,1.087831239983053,1.0878319693213667,1.083297571754744,1.0807566751956166,1.0820084787942426,1.0977726900872176,1.0879169839744396,1.069310939299037,1.07355731077564,1.0757042673616193,1.0726562380976508,1.0820915026736322,1.0826566092631287,1.07558316004569,1.0663356990144126,1.046152199738971,1.0537122723388246,1.0887265877059655,1.0815113529893534,1.0850571063059502,1.0774005935699502,1.0725847490600187,1.071822182129572,1.0823021575780867,1.0712869425967084,1.0771757504278705,1.0782678431387591,1.0789714675340232,1.0727138274911303,1.0796720114521412,1.0799427537598452,1.0847741156585564,1.0748236220887457,1.0741077818096647,1.085493383477678,1.0805591240216805,1.075260416931644,1.0861449950697186,1.0663831070369523,1.0825665177060853,1.075171211722802,1.0835075350272048,1.0800910652733426,1.0765181887516593,1.0752240000004833,1.0792510692781172,1.0501693559116647,1.0746446468919133,1.0725869615112227,1.070008766858114,1.071201438089797,1.0648499749611409,1.0705624469503245,1.076909562618689,1.0695374775928164,1.0775416005803946,1.0711943902567098,1.0642649961551565,1.0675883423044064,1.0697643307801297,1.0736854791530304,1.0686347330788528,1.0680355367644234,1.065408914453031,1.05888616403892,1.0505545510177923,1.0652261165353265,1.0755242006607477,1.064213991842471,1.0486725140094064,1.0710249442675126,1.0722715199567168,1.0715124647195504,1.0627876727804924,1.0640449909880325,1.065286304140227,1.0602503944540524,1.06542951936943,1.063783206673309,1.0547474657921316,1.0699328997301651,1.0731969085317978,1.0738021537444775,1.0718662778113004,1.0751697743960147,1.0539262204136357,1.0578977263543112,1.0705508630556053,1.0685181049852337,1.0733112724497007
31,1.076599477017071,1.0607304600664391,1.0763870046117185,1.0679757866652486,1.0867872551806448,1.0774319010386155,1.0697760572829367,1.0890022953345144,1.081926650900396,1.0733278127008445,1.0846117798445118,1.082932201719552,1.0785380858549893,1.0794012729862572,1.0913319226704465,1.0827777180477507,1.0811653617385926,1.0832798785969775,1.0858053878769218,1.0833923463049435,1.0977203167560203,1.0812596878724363,1.0962748889754743,1.080601129522721,1.0749352111435808,1.0817190942082893,1.0785284849759702,1.076418323850199,1.0862623923253674,1.0876040901331798,1.083342515725768,1.084226633026098,1.071282724254818,1.0877887595617384,1.0878288982419249,1.0833071861709573,1.080780455123143,1.0819941663517103,1.0977511731054355,1.087934037933914,1.0691892738842181,1.0735179677092535,1.0756663081246782,1.0725080239126188,1.0819811250136295,1.08268041892441,1.0757416177732726,1.0662331082039127,1.0459188803481423,1.0527240016527513,1.0887204157443007,1.081483645386256,1.085043995359208,1.0773414753974193,1.0725064062458618,1.0717931911698966,1.0823327982136468,1.0713050968239968,1.0771598193100096,1.0783133778122231,1.0789202637937654,1.0727367194938267,1.0797033602096684,1.0799183359136295,1.0847887137222645,1.07480687533428,1.0741280547154917,1.0855182912374393,1.0805912729667826,1.075299927097494,1.086188857315667,1.0661959459683679,1.082577236540553,1.0751900319799437,1.0834837735088017,1.0801159837161174,1.0765354429342184,1.0752372220969366,1.0792926734329982,1.0501651030892059,1.0745160868854229,1.072557784360662,1.069831047521267,1.0711986474363226,1.0648457615180071,1.0705527639630965,1.0769075252537532,1.0695357547007205,1.0775603592281486,1.0711902681191918,1.0642627607596795,1.067605452797741,1.0697572079134279,1.0736487782756876,1.0686283941904546,1.0680441491588861,1.0652707142066393,1.0588857435482306,1.0506088043557344,1.0652806064377907,1.0755729686230118,1.064253484183408,1.0485218363884004,1.071065490009011,1.0722801039792829,1.0715439480902178,1.062808664255549,1.0640448520740975,1.065269867865335,1.0602387685854078,1.0654448930314993,1.0637860948212639,1.0547790341460703,1.0699328216599886,1.0731828314470628,1.073821856316164,1.0718970273993482,1.0751682566960956,1.0539327011887272,1.057708626252397,1.070630881935779,1.0685560045057574,1.073301161060892
32,1.0766111410867794,1.0607520464988984,1.0764170955835004,1.068007380246129,1.0868051815682955,1.077449020724683,1.0697452428040313,1.0889910219104473,1.0819086582570898,1.0732244763422396,1.08455479065594,1.0829199159351435,1.078567154099261,1.079425831460899,1.0913431394930386,1.082784547713867,1.0811556016599562,1.0832702941720325,1.0857985163085915,1.0834210244432905,1.097718371044635,1.0812588530870804,1.0962715667982752,1.0805806373773224,1.074909615541467,1.0817648282311305,1.0785781426362115,1.0764176898476834,1.0862727390423719,1.0876180491406864,1.0833714526071896,1.0842399740715347,1.071260157079889,1.0877504533344997,1.0878234750635245,1.0833154942178438,1.0808066582597349,1.081983555405833,1.0977274319748933,1.087949544088445,1.0690660535697774,1.0734879021579582,1.075631614874262,1.0723637963710224,1.0818762405948488,1.0827076900220043,1.0758693706308036,1.0661548352977213,1.0456862786214474,1.0517325402291653,1.088738694924909,1.0814685649281295,1.0850379558334262,1.077280907736091,1.0724449326505932,1.0717749158095213,1.0823564272581176,1.0713284834837564,1.0771480936512743,1.0783687281203829,1.0788843217107926,1.0727654717093866,1.0797363154700643,1.0799162627686405,1.0848080735828103,1.0748109870052884,1.0741530704967779,1.0855557809419785,1.0806321495280111,1.0753369478472585,1.086231499766161,1.0660200736401673,1.0825900827299868,1.0752107345597506,1.0834652202403672,1.0801536663404359,1.0765635539368665,1.0752601174994507,1.079339345564636,1.0501624537983334,1.0743988496989187,1.0725393911749246,1.0696532459559664,1.0711832199081206,1.0648265535440093,1.0705421072641232,1.0769008119309271,1.0695246834728125,1.0775707542116515,1.071183921445717,1.064255278453382,1.0676122221656998,1.069749951380031,1.0736050356571811,1.0686053822361596,1.0680435183875614,1.065131882555012,1.0588792732655827,1.0506715428333384,1.0653229639016863,1.0756168000406963,1.0642849646201025,1.04837148286838,1.071096259904146,1.0722768344817006,1.0715654228224625,1.0628222495190862,1.0640427425379606,1.0652485832015035,1.0602284558408237,1.0654462003235206,1.0637789054101867,1.0547989344809943,1.069924294119778,1.0731586714947416,1.0738372891170047,1.0718685862579729,1.0751513987353145,1.0539240876698526,1.0575005666691932,1.0706762359530475,1.0685838731199373,1.0732822457272313
33,1.0766211959581171,1.0607690055995453,1.0764440982920416,1.0680380834150194,1.086824795623025,1.0774616974634676,1.0697090871166188,1.0889831208191807,1.0818875231525722,1.0731179445741303,1.0844950759406775,1.0829102126303707,1.0785893721894984,1.0794480541234075,1.0913524243798347,1.0827917739922603,1.0811461815423202,1.0832660760689528,1.0857878531278096,1.0834704960274106,1.0977249698058829,1.0812582931606096,1.0962685766211826,1.0805413403382595,1.0748658379773293,1.0818101050334956,1.0786262477752084,1.0764143449195438,1.0862823853775505,1.087630222039504,1.0833984353850736,1.0842553051115629,1.0712413318474576,1.0877174060373342,1.0878156299432764,1.0833221814210257,1.0808340674284729,1.0819746580155016,1.0977017782622507,1.0879661927039903,1.0688955178033166,1.0734679933922173,1.075604810557476,1.0722297706850497,1.0817825937071852,1.0827376705632719,1.0759569025787052,1.0661122811411647,1.045468241929012,1.0507551439072316,1.0887886091843906,1.0814649788260406,1.0850448742578902,1.0772240600867964,1.0724206010172987,1.0717721487726566,1.0823648165263409,1.0713594016846044,1.0771494790065015,1.0784366879618152,1.0788786254066844,1.0728005706051431,1.0797711676342316,1.0799431802918456,1.0848375886370791,1.0748412276924262,1.074182810287913,1.085607098427183,1.0806851486820737,1.0753706766753777,1.0862738271776706,1.0658624771023641,1.0826096367653208,1.0752377509424509,1.0834684171788953,1.0802065430209615,1.0766042106971199,1.0752911854155451,1.0793912025457675,1.0501593719177411,1.0743028791766704,1.0725408267448457,1.069476872318957,1.0711595303329866,1.064788895914994,1.0705283359836912,1.0768885923828804,1.0695066093367058,1.0775696216301602,1.0711770233025382,1.0642406834431244,1.067612785507094,1.0697358598393216,1.0735566313216203,1.068569347398919,1.068031748283351,1.0649897625966414,1.0588673126972603,1.050737520102936,1.0653520473946598,1.0756537462757565,1.06430867079259,1.048216665451518,1.07111828030218,1.0722621711217477,1.0715736473949777,1.0628295284581122,1.0640341088213539,1.0652216297972565,1.060215361585405,1.0654358163883286,1.063763397691077,1.0548063735930764,1.0699103464125208,1.07313132887103,1.0738468858389303,1.0717819058038731,1.0751284147083573,1.0538976871036465,1.057278976809191,1.0706876112532961,1.068599612842454,1.07325932431612
34,1.076630951087658,1.0607807796157098,1.0764664330748417,1.0680663954377934,1.086846292027681,1.077470080741077,1.0696698340482147,1.0889831985186134,1.0818628046640986,1.0730074162347019,1.0844374607436733,1.0829048975441466,1.0786008660216726,1.079469167180932,1.0913635029721465,1.082798536914202,1.0811376204032777,1.0832670451231605,1.085776332608079,1.0835201493625362,1.0977136644476602,1.0812575176442931,1.0962629151475631,1.0804922049469707,1.074814227740493,1.0818441579094253,1.0786614493086075,1.076408008279834,1.0862907577716043,1.087635158454783,1.0834196804333869,1.0842697678205488,1.0712254911615124,1.087689335689733,1.0878048844738402,1.0833270977746716,1.0808594719995166,1.0819649083336038,1.0976749367665852,1.0879850280648489,1.06866417772609,1.0734541012645777,1.075588536720396,1.0721116880458585,1.0817022017594415,1.0827679153602876,1.0760116430905027,1.0661091057738128,1.0452788667221447,1.0498065438238622,1.0888668299709054,1.081467357345425,1.0850677214835083,1.077173728627729,1.0724516944797668,1.071786897179509,1.0823550476510808,1.0713995948229789,1.0771751022595013,1.0785168953652142,1.0789190108793019,1.0728411676771135,1.0798087612604723,1.079989582573807,1.0848834097270303,1.074889112093687,1.0742169799125314,1.0856692774924561,1.0807525361799937,1.0754009368128188,1.0863163646359566,1.0657251017066287,1.0826405607337162,1.075281805798283,1.0835059299844314,1.080272214186322,1.0766579561386402,1.0753257399610048,1.079446355506294,1.0501536520706014,1.0742364956303017,1.0725674648757857,1.0693022778133165,1.0711312671221551,1.064743780717618,1.070509984668457,1.0768708518762784,1.0694840109144312,1.0775568172491983,1.071167230954909,1.0642181009076088,1.06761032114596,1.069709304484174,1.073507392324251,1.0685255044020336,1.0680103096710671,1.064842031930608,1.0588489528887752,1.0508020684614179,1.0653699425686456,1.075682740781038,1.0643282600891684,1.0480568652361306,1.0711337874287417,1.0722389334382818,1.071569632464602,1.062830395207365,1.0640159664801472,1.0651896600016906,1.0601956446916478,1.0654152909990606,1.0637438158750585,1.0548021899682491,1.06989416775073,1.0731054688616402,1.0738507476566452,1.0716586444873741,1.075107395647977,1.0538559944316466,1.057049617640634,1.0706756454300836,1.0686035167182135,1.0732383011086024
35,1.0766410072802408,1.0607867089583607,1.0764839159404136,1.068090726179432,1.0868687689227015,1.077474512043149,1.0696300820624178,1.0889915369559926,1.0818371904330097,1.072891637551041,1.084383987122654,1.0829036579425153,1.0785925560565939,1.0794887336215981,1.0913768973297424,1.0828020218633763,1.0811292242567747,1.083271437963255,1.0857677553800813,1.0835572100226436,1.0976801167271037,1.081256277172686,1.0962532754186354,1.080453408772728,1.07477681216334,1.0818651903128593,1.0786822175933428,1.0763986587584002,1.0862966784788413,1.0876294058892761,1.0834313805643332,1.0842801606493615,1.0712092252830634,1.0876642357454624,1.0877903305103005,1.0833303890650754,1.0808790660577507,1.0819527211399609,1.0976474074221554,1.0880050380228419,1.068382620858356,1.0734388949601383,1.0755823679542276,1.0720119569320525,1.0816326597783559,1.0827947183881372,1.0760485956337154,1.0661359295199488,1.0451249185808205,1.048888766523611,1.088958322689862,1.081468165935391,1.0851051705661532,1.0771283127246707,1.0725443339624372,1.0718167465174941,1.082328191240779,1.0714481894944132,1.0772305272665417,1.0786031888105967,1.0790107198150576,1.0728853973102093,1.0798490597117443,1.0800468806306283,1.0849444464798885,1.0749491533864748,1.0742538668239423,1.085735798950573,1.0808328412399844,1.075427140008396,1.086358302157301,1.065601653108603,1.0826815886094416,1.0753508697394178,1.0835783249356208,1.080341233950446,1.0767228173774337,1.0753576083372967,1.0795014204646938,1.050145019239868,1.0742019086866736,1.0726184295058139,1.069128318987181,1.071101514259618,1.0647142047668212,1.0704877779721844,1.076849221863939,1.0694585177848155,1.0775355239785076,1.0711498761408191,1.064188692976539,1.0676076045359195,1.0696683460746668,1.0734601369648646,1.0684808446135121,1.0679834334648628,1.064687110669346,1.0588226618619614,1.0508602048888047,1.0653791335381995,1.0757017589435915,1.064345449888871,1.0478921044225473,1.071144066690789,1.0722111044545395,1.0715565920472003,1.0628231080695552,1.0639884512303572,1.0651531726636154,1.0601685513632302,1.0653871552051213,1.063723525428276,1.0547888900822566,1.0698787693851532,1.0730817530188406,1.0738492495461807,1.0715447495735084,1.0750918609841247,1.053808199798505,1.0568190374036925,1.0706532281980992,1.068597497567119,1.0732235197869797
36,1.0766513871235726,1.0607870977784883,1.0764980274485032,1.0681105598865732,1.0868910007758545,1.0774762496726016,1.0695918598624103,1.0890038495005034,1.0818156547623476,1.0727697598289871,1.0843328821168146,1.082903941894262,1.0785578469399928,1.079504501882289,1.0913868120663908,1.0827966420952357,1.081119710845322,1.0832764304050917,1.0857658362483054,1.0835782687189064,1.0976445127129408,1.0812538424544955,1.0962405190896298,1.0804410991755842,1.0747729780614905,1.0818753493459523,1.078691283607305,1.0763867731697208,1.0862986498638438,1.0876123830561601,1.083431074908694,1.084284764277335,1.0711888824780154,1.0876387323937542,1.0877712191853293,1.0833329320710683,1.0808913407360063,1.0819376460582348,1.0976187691894215,1.0880240356942443,1.0680728345251131,1.0734152163882955,1.0755828200906692,1.0719268757969447,1.0815677977568747,1.0828147073156549,1.076077204847731,1.0661708863623716,1.0450028787228707,1.0479839900452281,1.0890398491556401,1.0814617299408043,1.0851509855825565,1.0770817159727617,1.0726850735447622,1.0718526518939107,1.0822872797818173,1.0714992879320127,1.0773092199757452,1.0786839102011414,1.0791386676330443,1.0729300784881084,1.079889129786985,1.0801158749289392,1.08500869158214,1.0750248359486805,1.074289356806696,1.0857983004918266,1.0809193406495625,1.0754477323211333,1.0863968751811413,1.0654801612587128,1.082722939632827,1.075440586724925,1.0836718203124271,1.0803994201496967,1.0767933407474974,1.0753819925455532,1.0795524146971114,1.0501352335175282,1.0741911576237893,1.07268502742235,1.0689532199764706,1.0710729097187328,1.0647182546237783,1.070463304198429,1.0768257777416528,1.069431558328233,1.0775108143336891,1.0711222150314037,1.064154209785137,1.067606279172322,1.0696155196556238,1.0734144356130166,1.068441800673214,1.0679559459754793,1.0645241881178884,1.0587880546054351,1.0509073512161562,1.0653818796033663,1.0757085730087272,1.064357743221554,1.0477205423732776,1.0711493715539986,1.0721824209923536,1.071537598897313,1.0628055737985067,1.0639536471924502,1.0651117990174295,1.060137103178164,1.065355432877756,1.0637029483680756,1.0547707793888956,1.0698665177894955,1.0730588374986185,1.0738421087883518,1.0714898780172535,1.0750811727770038,1.0537659624600662,1.0565946448680492,1.0706303358102398,1.0685853598888337,1.0732162976107595
37,1.0766617357681145,1.0607844420951382,1.0765110037779178,1.0681269970803071,1.0869119990834384,1.0774774197958437,1.069556392772747,1.0890141320758038,1.0818029411222239,1.0726419430970464,1.0842801970805303,1.0829019878469799,1.0785027715283064,1.0795136257595486,1.0913809255058062,1.0827735673787493,1.0811076031509748,1.0832786224797033,1.0857730582899545,1.0835845434208486,1.0976306579519914,1.0812485961278004,1.096226147704008,1.080450156619104,1.074803628414935,1.0818768209787946,1.0786916688680106,1.0763729448173085,1.0862951233336116,1.087585311455579,1.0834184592581466,1.0842832487896317,1.0711626235315088,1.0876094950444166,1.0877476598818805,1.0833364051346783,1.0808985505440418,1.0819199192883482,1.097589057391014,1.088039845615294,1.0677608687553537,1.0733791555437533,1.0755849917508244,1.0718468669507533,1.0814992646998933,1.0828265455436352,1.0760972703736256,1.0661874276051866,1.044902710243206,1.0470584538744505,1.0890888912343222,1.0814473611091484,1.0851947270655424,1.0770264307356234,1.0728433156280683,1.0718795925240563,1.0822364407313558,1.071541591226065,1.07739368435867,1.0787473718730314,1.0792691568160981,1.0729705861793448,1.0799227207215354,1.0801949212016735,1.0850595989427996,1.0751141196727216,1.0743184002564339,1.0858489009533785,1.0810017785298345,1.075461461369228,1.086428593297904,1.065349971612251,1.0827511192501598,1.075533568771871,1.0837642535513865,1.080435087410513,1.0768620465162737,1.0753975578366337,1.079596203379627,1.050125729737105,1.0741871920366803,1.0727526623443353,1.0687755258267209,1.0710469961489648,1.0647535277160192,1.0704370389000346,1.076801271842009,1.0694046332433107,1.0774876592357983,1.0710863368690804,1.0641158493923637,1.0676054886962159,1.0695561990878022,1.0733674325603542,1.0684110459935576,1.0679307546189372,1.0643538143713642,1.0587468315170097,1.0509419730075855,1.065380790163064,1.0757024887629045,1.064361012221561,1.0475397544979348,1.0711494711608969,1.0721556733627975,1.0715143107910163,1.0627773183928744,1.0639139956746406,1.0650657017846543,1.0601051554227203,1.0653241914958467,1.063680329954254,1.0547531388757092,1.0698582816853581,1.0730360139310957,1.0738286567706223,1.0715134430326048,1.0750731880740272,1.0537366981688714,1.05638235906,1.0706100478764455,1.068571962869537,1.0732149749600606
38,1.0766714767089773,1.060782913880429,1.0765248134026075,1.0681424957570749,1.0869313999766035,1.0774800164601102,1.069523562460514,1.089017808577706,1.0818011062415156,1.0725093371130514,1.0842226094944905,1.0828950146630114,1.0784454058454847,1.0795142531378614,1.0913450892736782,1.0827231489856628,1.0810916891791504,1.0832750919164198,1.085789772405001,1.083578237693231,1.0976435728955718,1.0812385965603974,1.0962103496466906,1.0804563425778033,1.0748518907767808,1.0818707273313222,1.0786858124686525,1.0763571361584339,1.086284770909339,1.08755007999652,1.0833953177046065,1.0842754230577145,1.0711308722056847,1.0875744614617833,1.0877207805594056,1.0833425639751038,1.08090503106454,1.08190054049772,1.0975605656749692,1.0880507005440734,1.067465784268497,1.0733310950131465,1.0755849606860677,1.071760461194004,1.081419030067451,1.0828315016085668,1.0761028304613705,1.0661663950604654,1.0448129026928197,1.0460780744192029,1.089095374902385,1.0814287991731424,1.0852245726994125,1.0769575985165203,1.0729829708560419,1.0718825812233121,1.0821795644392667,1.0715626390254862,1.0774641313667874,1.078788464431938,1.0793642174362714,1.0730020630494255,1.079943305312971,1.0802680514697434,1.0850867748215212,1.0751969561568402,1.074338142108985,1.085882989534034,1.0810706137988237,1.0754693162794402,1.0864515842708802,1.0652067855149618,1.082757328021516,1.0756080748584393,1.0838352139613467,1.0804462129097414,1.0769221503549757,1.0754060330072477,1.0796317565436924,1.0501151324579443,1.07417060924385,1.0728063355877318,1.0685941588917542,1.071022808368259,1.0648005600945902,1.0704083276198315,1.0767749809366078,1.0693785444737123,1.077469973923673,1.0710480832648137,1.064075337566959,1.0676020668034327,1.0694960352801994,1.0733167548486564,1.068386617124101,1.0679075950115462,1.0641780193004942,1.058702275251044,1.0509661857884423,1.065377941944924,1.0756846619354803,1.0643531336202472,1.047348847699478,1.0711437498316265,1.0721322932521882,1.0714869077466453,1.0627408946861139,1.0638723382285886,1.0650173807313041,1.0600737472639605,1.0652956684748998,1.0636537742520442,1.0547402365494973,1.0698535675086327,1.0730149037015084,1.0738085843514398,1.0715921212799724,1.0750653889585755,1.0537195925213532,1.0561829463884858,1.070589034007679,1.0685603600251001,1.073215926649823
39,1.0766800689610845,1.0607859025284037,1.0765406860170077,1.0681601990372553,1.0869495258485828,1.0774849076888067,1.069491071212063,1.089012592796076,1.081808761429756,1.0723736529385088,1.0841593849563338,1.0828829946003422,1.0784007178932185,1.0795062314845885,1.0912730133910522,1.082642607718463,1.08107202063214,1.083264725206373,1.0858142026099709,1.083561671116735,1.0976678988983923,1.0812227851185505,1.096191717255499,1.0804387023646245,1.074898038575307,1.0818577732812769,1.0786758094464448,1.076338628362958,1.0862669635265383,1.0875094993298844,1.0833651201653929,1.0842610044276753,1.0710955702220173,1.0875330921365276,1.0876924128287937,1.0833522295587774,1.080913926045178,1.081881687804968,1.0975374447354995,1.088055192703111,1.0671884373881801,1.0732740870239907,1.0755807025918074,1.0716593687793727,1.081322178726313,1.082832188400364,1.0760888105417352,1.0661050006898878,1.044721204110699,1.045026622200234,1.089067827989397,1.0814090739086688,1.085232055945095,1.0768758121987763,1.0730764891705185,1.0718548566769979,1.0821188694572887,1.071556356973574,1.0775083697701069,1.078810947819794,1.079400228148828,1.0730216896849851,1.0799486727795964,1.0803149122093845,1.0850916141577285,1.0752478805839472,1.0743491615636092,1.085901028277743,1.0811211567706813,1.0754747677924186,1.0864672073742723,1.0650512893378035,1.0827425602769387,1.075649332205817,1.0838744499747417,1.0804412499120806,1.076968875427276,1.0754094741094256,1.0796597842775517,1.05009968562351,1.074127213827665,1.0728367187152335,1.0684076034560763,1.0709965843402047,1.0648404753090355,1.0703771738872736,1.0767463405369038,1.0693531756979797,1.0774604937884287,1.0710133195202545,1.0640362047677117,1.0675927217203458,1.0694396894634877,1.0732622345036202,1.0683639692110647,1.067884244887869,1.0639989080872492,1.058657825780787,1.0509824582519294,1.0653729788461228,1.0756569980286121,1.064334765119577,1.0471480465279386,1.0711320957176769,1.072112075365079,1.071455006925118,1.0627014370776333,1.0638320353779847,1.0649715832616309,1.0600403677106294,1.0652697633276915,1.0636229384506175,1.0547333932080125,1.069852204644131,1.0730006660524296,1.0737825030209784,1.071682430949111,1.0750543441154552,1.053706807743783,1.0559899258747791,1.0705626054197317,1.0685498934680453,1.0732156244795847
40,1.076686092825191,1.0607938795139151,1.0765590157913527,1.0681828923480006,1.0869669913104882,1.0774919482022558,1.0694547926077724,1.0889975816692825,1.0818220645000642,1.0722367595485776,1.0840925026234856,1.082868367236496,1.0783694126315388,1.0794908380987398,1.0911767549267224,1.0825453488432548,1.0810507166604082,1.0832488156497164,1.08584331371965,1.0835375957806068,1.0976840203104217,1.0812018378224932,1.09616894173929,1.0804004226332231,1.0749311217496458,1.0818389248977716,1.0786629387740172,1.0763169915033424,1.0862425686152104,1.0874680418410674,1.0833325043141506,1.0842409459726994,1.0710591552261874,1.087486256485171,1.0876646885939867,1.0833649257005644,1.0809250501523964,1.08186627509027,1.0975234288895095,1.088052971964577,1.0669130576307646,1.0732107692113906,1.075570923238916,1.0715413327692382,1.081208372284974,1.0828300789667558,1.0760555152176519,1.066014881652141,1.0446137242085667,1.0439128831788045,1.0890268127732525,1.0813852560017398,1.0852161959942965,1.0767875065567816,1.0731142095680417,1.0718011491772417,1.082055142764645,1.071527207870195,1.0775257616426237,1.0788239322429498,1.07937743501245,1.0730299519643176,1.0799423925576375,1.0803318836447238,1.085084048859629,1.0752616988882866,1.0743532866039742,1.0859074154043997,1.0811551182317654,1.0754814629505771,1.0864796423262821,1.0648837619389904,1.082715055184967,1.075655699343532,1.0838844549070679,1.0804322529890407,1.0769992104443105,1.0754078396584914,1.0796809715768445,1.050076388891843,1.0740518523390912,1.0728431276008024,1.0682133536883325,1.070963920114221,1.064867163961583,1.0703458200905305,1.0767165290000116,1.0693287694339286,1.0774606023947346,1.070985398133381,1.0640029159875581,1.0675763702087473,1.0693912538500738,1.0732056937881336,1.0683386979769962,1.0678596181680993,1.0638170817372767,1.0586158481092711,1.0509903036720096,1.0653631599347586,1.0756217312212972,1.0643078238171928,1.046936972474036,1.0711169760621424,1.0720939606034288,1.0714194292826071,1.062664205177022,1.063795449946192,1.064932990928816,1.060001105959285,1.0652449791904695,1.063590137952815,1.0547307635376093,1.0698554019868136,1.0730015166275764,1.073752500112905,1.0717525206619105,1.0750365843221679,1.0536885842611965,1.0557915344056559,1.0705295192531905,1.0685382572348145,1.0732132441957538
